Age,Years at address,Employment status,Country,Current debt,Income,Own home,CCJs,Loan amount,Outcome
84,51,Self Employed,UK,400,19500,Mortgage,2,13763,Defaulted
48,2,Self Employed,UK,5010,50500,Own,2,35083,Defaulted
20,2,Self Employed,UK,4340,54000,Own,1,34963,Paid
51,9,Self Employed,UK,4410,48000,Own,0,19924,Paid
72,36,Unemployed,UK,1710,46500,Own,0,37505,Defaulted
46,20,Employed,UK,5930,13500,Mortgage,0,5960,Paid
74,55,Unemployed,UK,9860,36000,Own,2,12609,Defaulted
41,5,Self Employed,UK,460,49500,Mortgage,2,4489,Defaulted
38,1,Unemployed,UK,1100,17000,Own,1,8275,Paid
79,62,Self Employed,UK,8360,15500,Mortgage,3,6315,Defaulted
89,19,Self Employed,UK,450,40000,Mortgage,1,22093,Defaulted
45,14,Self Employed,UK,3890,28000,Mortgage,0,21474,Paid
60,35,Unemployed,UK,8240,19500,Own,0,9654,Defaulted
73,35,Self Employed,UK,1020,24000,Own,2,21290,Defaulted
64,35,Unemployed,UK,8370,46000,Mortgage,1,34096,Defaulted
58,33,Employed,UK,6660,53500,Own,3,5759,Paid
30,10,Unemployed,UK,6110,44500,Own,0,13273,Paid
82,48,Self Employed,UK,1040,50500,Mortgage,0,32204,Paid
20,3,Unemployed,UK,6620,53000,Mortgage,0,115,Defaulted
49,1,Self Employed,UK,830,30500,Rent,1,4751,Paid
23,5,Unemployed,UK,6310,17500,Own,1,9210,Paid
29,2,Self Employed,UK,110,41000,Own,0,19800,Paid
24,5,Self Employed,UK,8190,16500,Own,2,8079,Defaulted
72,32,Unemployed,UK,0,52500,Rent,3,33236,Paid
27,6,Self Employed,UK,7160,48000,Mortgage,2,18536,Paid
61,18,Self Employed,UK,7390,20000,Own,1,6693,Paid
38,21,Unemployed,UK,4520,15500,Mortgage,2,13930,Defaulted
24,6,Self Employed,UK,690,53500,Mortgage,3,10278,Defaulted
62,31,Self Employed,UK,2810,36000,Mortgage,0,26791,Defaulted
29,7,Self Employed,UK,3990,21000,Rent,3,1774,Defaulted
49,4,Self Employed,UK,4340,50000,Own,1,26570,Defaulted
83,38,Unemployed,UK,1030,40500,Mortgage,2,18515,Defaulted
62,10,Employed,UK,1460,21500,Own,0,15331,Paid
17,1,Self Employed,UK,0,34500,Own,0,25799,Paid
48,11,Self Employed,UK,9240,50000,Mortgage,0,55,Paid
29,4,Self Employed,UK,1600,13000,Own,0,769,Paid
28,5,Self Employed,UK,500,52000,Mortgage,0,26772,Paid
46,27,Self Employed,UK,1960,42500,Mortgage,3,4396,Defaulted
41,7,Unemployed,UK,3590,51500,Mortgage,0,9380,Paid
33,9,Unemployed,UK,5790,54500,Mortgage,3,21848,Defaulted
79,32,Employed,UK,0,49000,Own,0,16350,Paid
24,5,Employed,UK,7060,42500,Mortgage,1,1048,Paid
32,14,Self Employed,UK,8500,49500,Own,3,47992,Paid
82,51,Self Employed,UK,580,46500,Rent,3,2971,Defaulted
52,22,Self Employed,UK,5100,42000,Own,0,40788,Paid
59,37,Unemployed,UK,3400,20500,Own,2,9202,Defaulted
67,44,Unemployed,UK,1000,34500,Mortgage,0,20360,Paid
23,6,Self Employed,UK,650,22500,Mortgage,1,12614,Paid
70,45,Employed,UK,240,29500,Own,1,9026,Paid
47,27,Unemployed,UK,710,52000,Own,1,16151,Defaulted
35,14,Self Employed,UK,210,35500,Mortgage,3,23070,Defaulted
66,1,Self Employed,UK,1930,54500,Own,2,45667,Defaulted
19,1,Employed,UK,6650,53000,Rent,1,52661,Defaulted
61,34,Self Employed,UK,8540,46500,Rent,1,17232,Paid
55,13,Unemployed,UK,510,47000,Rent,0,1103,Paid
78,9,Unemployed,UK,4710,46500,Own,0,22845,Paid
48,24,Self Employed,UK,9050,35000,Own,0,25761,Defaulted
86,8,Unemployed,UK,710,31000,Mortgage,0,23980,Paid
22,2,Self Employed,UK,160,16500,Own,0,2434,Paid
55,32,Self Employed,UK,4530,51500,Own,0,41804,Paid
82,29,Self Employed,UK,8480,50500,Rent,0,17915,Defaulted
72,37,Employed,UK,100,47500,Own,0,45561,Paid
45,2,Unemployed,UK,450,28000,Rent,3,21750,Defaulted
22,2,Self Employed,UK,5780,42500,Mortgage,1,4649,Paid
88,38,Self Employed,UK,80,16500,Own,0,9770,Paid
23,1,Unemployed,UK,2810,46500,Mortgage,2,35765,Defaulted
72,10,Unemployed,UK,1440,31000,Own,0,23241,Paid
25,7,Unemployed,UK,10,53000,Own,0,15015,Paid
29,10,Employed,UK,1120,35000,Mortgage,0,19555,Paid
43,21,Unemployed,UK,130,36500,Own,3,4904,Paid
68,43,Self Employed,UK,5610,34500,Own,1,23369,Defaulted
35,6,Employed,UK,7530,25000,Mortgage,1,3760,Paid
68,13,Self Employed,UK,1120,38000,Rent,0,11277,Paid
41,15,Employed,UK,0,45000,Own,0,4537,Defaulted
44,15,Unemployed,UK,4070,29000,Own,1,22985,Paid
50,10,Self Employed,UK,130,16500,Mortgage,1,11179,Paid
33,4,Self Employed,UK,9980,46000,Own,0,19991,Defaulted
54,33,Unemployed,UK,2640,35500,Mortgage,1,23907,Paid
41,16,Self Employed,UK,8720,52000,Own,2,30255,Defaulted
79,34,Self Employed,UK,1590,44500,Own,0,33089,Paid
79,10,Unemployed,UK,1040,39500,Own,2,25703,Defaulted
25,4,Self Employed,UK,2310,46000,Mortgage,1,24916,Paid
84,58,Self Employed,UK,850,31000,Own,1,2218,Paid
61,44,Self Employed,UK,10,47500,Own,1,1729,Paid
87,58,Self Employed,UK,4850,47000,Mortgage,0,43779,Paid
31,5,Self Employed,UK,970,43500,Rent,2,29795,Defaulted
34,12,Employed,UK,540,38000,Own,1,3577,Paid
63,45,Employed,UK,1490,48500,Mortgage,0,21215,Paid
38,20,Self Employed,UK,5610,48500,Mortgage,2,47300,Defaulted
34,3,Unemployed,UK,2490,30000,Own,0,13667,Paid
58,18,Employed,UK,2270,49500,Mortgage,1,24549,Paid
80,46,Self Employed,UK,4400,36500,Own,2,2294,Defaulted
80,53,Unemployed,UK,3410,37500,Own,1,4050,Paid
28,7,Unemployed,UK,110,50000,Own,0,45385,Paid
65,32,Self Employed,UK,1090,53000,Own,0,43416,Paid
43,7,Unemployed,UK,330,21500,Own,2,12059,Defaulted
43,12,Employed,UK,4410,23500,Own,2,14934,Defaulted
24,1,Unemployed,UK,10,52500,Mortgage,1,2147,Paid
39,19,Self Employed,UK,7060,28000,Mortgage,0,5889,Paid
76,46,Employed,UK,5700,40000,Own,0,15748,Paid
44,24,Self Employed,UK,1770,51500,Own,2,48690,Defaulted
84,48,Self Employed,UK,1160,36500,Own,3,24883,Defaulted
29,3,Self Employed,UK,300,17000,Own,1,12198,Paid
57,31,Self Employed,UK,8490,44000,Own,2,41805,Defaulted
38,1,Unemployed,UK,6340,45500,Own,2,14626,Defaulted
19,1,Self Employed,UK,80,26500,Rent,3,13298,Defaulted
31,13,Self Employed,UK,3490,32500,Mortgage,2,16794,Defaulted
89,38,Self Employed,UK,40,44500,Mortgage,3,2081,Defaulted
25,4,Unemployed,UK,8980,51500,Own,2,13533,Paid
35,7,Unemployed,UK,2760,39500,Mortgage,1,12733,Defaulted
44,3,Self Employed,UK,4200,40000,Rent,0,7676,Paid
51,1,Unemployed,UK,0,30500,Own,3,20144,Paid
82,32,Unemployed,UK,6200,46500,Rent,3,2704,Defaulted
84,14,Self Employed,UK,1040,47000,Own,2,29753,Paid
60,25,Self Employed,UK,6230,31500,Own,1,25022,Paid
44,7,Self Employed,UK,5560,21500,Mortgage,0,21396,Paid
78,16,Self Employed,UK,290,52000,Own,2,7987,Defaulted
42,4,Self Employed,UK,1900,48500,Own,2,2929,Defaulted
73,24,Unemployed,UK,40,36000,Own,1,29428,Paid
62,29,Self Employed,UK,3460,47000,Mortgage,0,31418,Paid
77,53,Unemployed,UK,2520,51000,Mortgage,0,32382,Defaulted
53,18,Self Employed,UK,1420,48000,Own,0,22975,Paid
34,10,Unemployed,UK,890,37000,Own,0,20762,Paid
76,34,Employed,UK,4700,49000,Mortgage,0,25572,Paid
18,1,Unemployed,UK,4740,51000,Mortgage,0,43265,Defaulted
50,21,Self Employed,UK,240,42000,Own,0,2960,Defaulted
68,3,Self Employed,UK,8350,47000,Rent,1,30228,Paid
58,31,Self Employed,UK,9690,39000,Own,0,1717,Defaulted
75,55,Unemployed,UK,3230,43500,Own,0,38107,Paid
76,3,Self Employed,UK,1440,21500,Own,0,5087,Paid
47,21,Self Employed,UK,7760,36500,Mortgage,1,16498,Paid
21,4,Employed,UK,630,43500,Mortgage,1,4836,Paid
44,23,Self Employed,UK,2050,21000,Own,0,3608,Paid
64,11,Unemployed,UK,9830,40000,Own,2,18502,Defaulted
44,5,Self Employed,UK,9420,20000,Own,1,707,Defaulted
80,41,Employed,UK,0,35000,Mortgage,2,17098,Paid
70,4,Employed,UK,10,27500,Own,0,5101,Paid
57,37,Self Employed,UK,60,50000,Own,0,38141,Paid
76,50,Self Employed,UK,810,42000,Own,2,18146,Defaulted
46,2,Self Employed,UK,2300,29500,Mortgage,1,8007,Defaulted
54,9,Unemployed,UK,2420,41000,Mortgage,0,10891,Paid
71,21,Self Employed,UK,9540,51500,Mortgage,2,8960,Defaulted
75,45,Self Employed,UK,1150,11000,Own,0,4863,Paid
22,2,Unemployed,UK,0,49500,Own,0,39437,Paid
36,17,Self Employed,UK,640,30000,Mortgage,0,9415,Paid
43,26,Unemployed,UK,0,45500,Own,3,32940,Defaulted
59,41,Self Employed,France,890,22500,Mortgage,2,22152,Defaulted
23,6,Self Employed,UK,240,19500,Rent,1,16216,Defaulted
23,4,Unemployed,UK,3690,38500,Mortgage,1,15679,Paid
78,44,Unemployed,UK,3930,42000,Rent,2,28564,Defaulted
45,20,Unemployed,UK,3000,53500,Rent,0,51021,Paid
35,9,Self Employed,UK,1010,53500,Own,0,14926,Paid
86,59,Unemployed,UK,0,35500,Own,0,25369,Paid
77,30,Self Employed,UK,0,32500,Mortgage,1,26683,Paid
21,4,Self Employed,UK,4890,38500,Mortgage,1,19318,Paid
56,26,Employed,UK,3670,52000,Mortgage,1,39225,Paid
68,37,Unemployed,UK,0,54000,Own,1,21218,Paid
56,12,Unemployed,UK,3210,28000,Own,3,20686,Defaulted
67,9,Unemployed,UK,8070,50500,Own,1,33533,Defaulted
39,7,Self Employed,UK,870,49500,Own,0,19545,Paid
17,1,Employed,UK,8430,22000,Own,1,18005,Defaulted
87,61,Employed,UK,7430,26000,Own,0,3513,Paid
74,29,Unemployed,UK,3410,41000,Own,0,11284,Paid
52,7,Employed,UK,610,39500,Own,1,22237,Paid
86,24,Self Employed,UK,8050,49000,Own,1,5917,Paid
55,31,Unemployed,UK,8140,30000,Own,0,18584,Defaulted
89,43,Self Employed,UK,8260,38000,Own,0,7582,Defaulted
71,46,Self Employed,UK,120,43500,Mortgage,0,9506,Paid
72,29,Employed,UK,6430,54000,Mortgage,3,39161,Defaulted
21,3,Unemployed,UK,1670,19000,Mortgage,0,12497,Defaulted
39,11,Self Employed,UK,2870,32500,Own,0,2267,Defaulted
44,6,Unemployed,UK,0,44500,Own,2,33481,Paid
24,5,Employed,UK,1910,37500,Rent,1,24000,Paid
25,3,Self Employed,UK,4240,54000,Rent,2,40215,Defaulted
40,23,Self Employed,UK,1610,36500,Mortgage,0,13744,Paid
33,1,Unemployed,UK,4330,36500,Own,0,21503,Paid
51,15,Self Employed,UK,300,54500,Rent,0,47985,Paid
30,10,Employed,UK,3910,44000,Mortgage,0,21333,Paid
23,1,Unemployed,UK,360,49500,Mortgage,1,6018,Paid
41,7,Self Employed,UK,140,22500,Rent,0,2432,Defaulted
47,26,Unemployed,UK,1820,16500,Own,2,14895,Defaulted
63,14,Self Employed,UK,2280,23500,Mortgage,1,5309,Defaulted
65,1,Self Employed,UK,7560,13500,Own,1,9556,Paid
55,30,Self Employed,UK,2290,20500,Own,1,110,Paid
20,1,Self Employed,UK,1590,47000,Mortgage,0,8877,Defaulted
41,17,Unemployed,UK,8550,52000,Mortgage,1,32625,Defaulted
72,51,Unemployed,UK,6040,20500,Own,0,2107,Paid
34,7,Self Employed,UK,250,53500,Own,0,3652,Paid
29,2,Self Employed,UK,160,38500,Mortgage,3,20236,Defaulted
88,6,Self Employed,UK,90,10500,Own,2,6275,Defaulted
21,1,Self Employed,UK,4280,37000,Own,0,31665,Paid
57,1,Self Employed,UK,990,46500,Rent,0,693,Paid
34,8,Employed,UK,2200,35000,Rent,0,15151,Paid
48,29,Employed,UK,4160,34500,Rent,1,30408,Defaulted
63,1,Self Employed,UK,0,43500,Rent,0,13941,Paid
51,4,Self Employed,UK,270,29500,Mortgage,1,18709,Paid
67,8,Self Employed,UK,9960,50500,Rent,2,3187,Defaulted
25,2,Self Employed,UK,3300,20500,Own,0,9288,Defaulted
61,38,Employed,UK,1770,40000,Own,0,14616,Paid
45,3,Unemployed,UK,5200,51500,Mortgage,1,15947,Paid
78,1,Self Employed,UK,8980,29500,Mortgage,0,23517,Defaulted
65,23,Self Employed,UK,3850,44000,Mortgage,0,2393,Paid
80,8,Unemployed,UK,760,53500,Own,0,14486,Paid
50,29,Self Employed,UK,1000,31000,Mortgage,1,19521,Defaulted
31,10,Unemployed,UK,530,50500,Own,0,39093,Defaulted
47,28,Self Employed,UK,9940,17500,Own,0,4455,Paid
26,1,Unemployed,UK,5890,45500,Mortgage,2,17085,Paid
88,58,Self Employed,UK,3980,54500,Own,3,24770,Defaulted
30,3,Employed,UK,10,47000,Rent,0,38944,Paid
71,31,Self Employed,UK,6350,18000,Rent,1,10024,Paid
39,19,Self Employed,UK,1770,54000,Mortgage,2,30523,Defaulted
27,3,Self Employed,UK,3750,45500,Mortgage,0,25872,Defaulted
64,33,Unemployed,UK,9680,30500,Own,0,1575,Defaulted
43,2,Self Employed,UK,9450,38000,Own,0,18411,Defaulted
19,1,Self Employed,UK,1870,16500,Mortgage,1,292,Paid
70,12,Unemployed,UK,1130,20000,Mortgage,0,4280,Defaulted
17,1,Unemployed,UK,510,40500,Mortgage,0,18255,Defaulted
29,8,Employed,UK,340,27500,Mortgage,0,15941,Paid
39,13,Unemployed,UK,20,51000,Own,0,37259,Paid
64,5,Unemployed,UK,1840,45000,Rent,1,39364,Paid
79,56,Unemployed,UK,260,24000,Own,2,10370,Defaulted
40,9,Self Employed,UK,3960,34500,Own,0,22873,Defaulted
53,23,Employed,UK,1560,43500,Mortgage,0,43363,Paid
20,3,Employed,UK,960,12500,Mortgage,1,12265,Paid
42,13,Self Employed,UK,560,43000,Mortgage,0,28713,Paid
51,13,Self Employed,UK,530,18000,Mortgage,0,16322,Paid
30,5,Unemployed,UK,3650,30500,Mortgage,1,27337,Paid
42,3,Self Employed,UK,2510,26000,Mortgage,1,15531,Defaulted
74,36,Unemployed,UK,9220,26000,Own,1,10398,Defaulted
35,4,Unemployed,UK,30,22000,Own,0,1557,Paid
41,12,Employed,UK,3320,23500,Own,0,18171,Paid
48,22,Unemployed,UK,2510,51000,Rent,1,19393,Paid
58,16,Unemployed,UK,960,34500,Own,0,26300,Paid
39,13,Employed,UK,2260,26500,Own,3,8118,Defaulted
40,6,Employed,UK,0,50000,Rent,0,4213,Paid
83,46,Employed,UK,3130,32000,Own,0,4090,Paid
81,2,Self Employed,UK,7960,52000,Mortgage,0,36688,Paid
39,6,Self Employed,UK,1980,41000,Mortgage,3,38652,Paid
35,6,Unemployed,UK,7320,39500,Own,3,8221,Defaulted
37,4,Employed,UK,7500,50500,Own,0,45627,Defaulted
30,8,Self Employed,UK,3180,31500,Own,3,45,Defaulted
64,41,Self Employed,UK,9350,33500,Rent,1,4851,Defaulted
56,8,Unemployed,UK,80,24000,Own,0,19485,Paid
72,26,Self Employed,UK,1610,37000,Rent,0,18966,Paid
40,3,Employed,UK,30,41000,Own,0,29589,Paid
38,20,Employed,UK,510,48000,Own,0,28944,Paid
70,10,Self Employed,UK,5350,21000,Own,1,20934,Paid
80,26,Self Employed,UK,5850,28500,Mortgage,1,24086,Defaulted
62,15,Employed,UK,5550,43500,Mortgage,0,10708,Paid
82,51,Employed,UK,6680,46500,Own,1,805,Defaulted
23,5,Self Employed,UK,1270,37000,Mortgage,0,4676,Defaulted
31,12,Self Employed,UK,2260,46000,Own,0,7962,Paid
30,1,Employed,UK,370,42000,Mortgage,0,36368,Defaulted
56,24,Unemployed,UK,4830,50000,Mortgage,0,49435,Defaulted
31,12,Unemployed,UK,3870,44500,Mortgage,0,14216,Paid
53,29,Employed,UK,2900,27500,Rent,2,20017,Paid
54,5,Employed,UK,3380,35500,Own,0,10101,Paid
32,9,Unemployed,UK,2250,23000,Rent,0,20427,Defaulted
64,8,Self Employed,UK,5750,52500,Own,0,6839,Paid
87,16,Employed,UK,8920,28000,Mortgage,0,7299,Paid
70,43,Employed,UK,770,48000,Mortgage,1,32698,Paid
23,3,Self Employed,UK,1650,21000,Own,0,7316,Paid
17,1,Self Employed,UK,4570,29000,Mortgage,0,9488,Defaulted
20,3,Self Employed,UK,2900,26000,Own,2,22320,Paid
71,22,Self Employed,UK,2920,36000,Mortgage,3,31348,Defaulted
37,14,Employed,UK,1140,54500,Mortgage,3,24244,Defaulted
53,17,Unemployed,UK,5460,45500,Own,0,29290,Defaulted
66,35,Self Employed,UK,7170,25500,Mortgage,0,19229,Paid
52,3,Self Employed,UK,4420,38000,Mortgage,0,29803,Defaulted
23,1,Unemployed,UK,4420,41500,Own,0,2458,Defaulted
64,32,Employed,UK,1490,12500,Rent,2,3770,Paid
51,20,Unemployed,UK,590,54500,Mortgage,3,8826,Defaulted
65,35,Unemployed,UK,310,42000,Own,0,34024,Defaulted
52,6,Self Employed,UK,9870,21000,Own,1,7001,Defaulted
79,11,Unemployed,UK,4460,41500,Rent,0,17924,Defaulted
72,36,Unemployed,UK,3890,51000,Own,0,36153,Paid
50,1,Unemployed,UK,0,44500,Rent,3,20419,Defaulted
86,4,Self Employed,UK,1040,47000,Mortgage,1,9171,Defaulted
55,27,Self Employed,UK,7060,17000,Rent,2,12388,Defaulted
56,38,Employed,UK,220,34000,Mortgage,3,20442,Defaulted
38,16,Unemployed,UK,3160,47000,Own,2,29629,Defaulted
18,1,Self Employed,UK,9850,49000,Own,0,39061,Defaulted
86,39,Employed,UK,7140,42500,Own,1,16810,Paid
47,11,Unemployed,UK,5360,24500,Own,0,6340,Paid
34,13,Self Employed,UK,8190,19000,Mortgage,3,7031,Defaulted
89,57,Self Employed,UK,1470,37000,Own,0,25124,Paid
79,19,Employed,UK,5890,54000,Own,1,11541,Paid
57,33,Self Employed,UK,20,24500,Own,1,5298,Paid
65,3,Self Employed,UK,4990,52000,Own,3,24431,Defaulted
60,20,Unemployed,UK,7750,21500,Own,0,10791,Paid
75,36,Self Employed,UK,120,24000,Own,2,13995,Defaulted
30,6,Unemployed,UK,1180,51500,Mortgage,0,9659,Defaulted
72,14,Employed,UK,1430,42500,Own,0,34198,Defaulted
21,1,Employed,UK,8650,11000,Own,0,9960,Defaulted
64,23,Unemployed,UK,250,41500,Mortgage,1,8374,Defaulted
75,3,Employed,UK,0,36000,Rent,3,31383,Defaulted
51,1,Employed,UK,660,24500,Own,1,7250,Paid
62,36,Unemployed,UK,7080,34000,Own,1,20473,Paid
85,63,Self Employed,UK,1650,46000,Rent,0,1238,Paid
77,39,Self Employed,UK,250,45000,Mortgage,0,17268,Paid
56,36,Unemployed,UK,310,33500,Mortgage,1,19778,Paid
79,41,Unemployed,UK,7670,53000,Own,0,33742,Paid
26,7,Self Employed,UK,0,51500,Own,3,36713,Defaulted
87,25,Unemployed,UK,3320,26500,Own,1,7829,Paid
66,2,Self Employed,UK,2660,47000,Mortgage,0,8679,Defaulted
26,2,Self Employed,UK,220,45000,Rent,0,43697,Paid
72,13,Unemployed,UK,5630,44000,Own,0,2803,Defaulted
72,30,Unemployed,UK,5400,30000,Rent,0,25809,Defaulted
43,15,Employed,UK,5510,36500,Mortgage,0,5745,Paid
73,46,Employed,UK,2600,52000,Own,2,38697,Paid
82,55,Self Employed,UK,8790,49500,Rent,1,24016,Defaulted
58,21,Unemployed,UK,30,48500,Mortgage,0,1673,Paid
69,51,Employed,UK,5840,27000,Rent,0,23114,Paid
41,19,Retired,UK,4950,47500,Rent,1,37825,Paid
35,15,Unemployed,UK,1220,48000,Rent,1,10563,Paid
38,19,Unemployed,UK,4310,10000,Own,1,3577,Defaulted
68,27,Unemployed,UK,7670,36000,Own,3,21073,Defaulted
88,37,Unemployed,UK,360,33500,Own,1,21526,Paid
32,15,Unemployed,UK,300,40500,Rent,0,15689,Paid
89,57,Self Employed,UK,8490,46000,Rent,0,29615,Defaulted
59,31,Employed,UK,4470,26500,Mortgage,1,5966,Defaulted
69,44,Self Employed,UK,8300,38500,Own,1,978,Paid
49,31,Self Employed,UK,360,30000,Mortgage,0,16826,Paid
84,5,Employed,UK,4960,52000,Mortgage,1,42590,Paid
75,49,Unemployed,UK,10,37500,Mortgage,2,20467,Defaulted
88,20,Unemployed,UK,3520,21000,Mortgage,2,17222,Paid
23,6,Self Employed,UK,8050,50000,Mortgage,1,24109,Defaulted
28,11,Unemployed,UK,8200,33000,Own,0,10474,Paid
25,1,Self Employed,UK,7910,40500,Own,2,12963,Defaulted
58,18,Employed,UK,1680,21500,Own,0,11063,Paid
25,3,Unemployed,UK,5520,52000,Own,2,44179,Defaulted
19,1,Self Employed,UK,100,51500,Mortgage,0,617,Paid
22,1,Self Employed,UK,90,33000,Own,3,2199,Defaulted
27,10,Unemployed,UK,710,39500,Own,0,24398,Paid
85,51,Self Employed,UK,270,39500,Rent,1,31867,Paid
42,21,Employed,UK,6720,39500,Own,2,3307,Defaulted
75,16,Self Employed,UK,4460,54000,Own,0,10383,Defaulted
20,2,Employed,UK,290,53500,Own,0,16543,Paid
39,12,Employed,UK,990,25000,Mortgage,0,10123,Paid
62,33,Unemployed,UK,210,37500,Mortgage,0,35977,Paid
31,5,Self Employed,UK,3240,29500,Own,2,26399,Defaulted
77,18,Employed,UK,820,41000,Own,1,37060,Paid
83,60,Self Employed,UK,6350,54000,Own,1,38267,Paid
79,15,Employed,UK,6320,25000,Mortgage,1,488,Defaulted
27,8,Unemployed,UK,6530,24500,Own,1,342,Paid
80,30,Self Employed,UK,720,51000,Own,0,33748,Defaulted
76,44,Self Employed,UK,620,40500,Mortgage,0,13325,Paid
33,3,Self Employed,UK,6880,43000,Own,1,37463,Paid
56,19,Employed,UK,540,32500,Own,0,31212,Paid
74,12,Employed,UK,1840,40000,Own,1,9200,Paid
86,18,Self Employed,UK,2560,28500,Mortgage,1,26412,Defaulted
24,2,Self Employed,UK,3620,44000,Mortgage,1,20886,Paid
25,4,Self Employed,UK,3960,53000,Mortgage,0,50858,Paid
51,17,Unemployed,UK,4020,43500,Rent,1,32541,Paid
65,28,Employed,UK,7670,45500,Mortgage,0,22158,Paid
39,21,Employed,UK,5910,43000,Own,2,18876,Paid
85,18,Unemployed,UK,1690,16000,Own,1,10054,Paid
46,9,Employed,UK,8740,44500,Rent,2,4294,Defaulted
80,7,Self Employed,UK,1550,45500,Own,0,40126,Paid
87,36,Employed,UK,160,18500,Own,3,15058,Defaulted
41,15,Unemployed,UK,4490,47000,Own,1,27839,Paid
35,1,Self Employed,UK,0,45000,Own,3,5396,Defaulted
89,31,Self Employed,UK,390,31500,Own,2,20916,Defaulted
28,4,Self Employed,UK,870,36500,Mortgage,0,32900,Paid
69,3,Self Employed,UK,1600,39000,Mortgage,2,11056,Defaulted
35,8,Unemployed,UK,0,46000,Own,1,3549,Paid
80,33,Self Employed,UK,9110,50500,Mortgage,1,21456,Defaulted
71,22,Employed,UK,5820,30000,Mortgage,0,4475,Paid
69,22,Unemployed,UK,310,48000,Own,0,9393,Paid
89,17,Employed,UK,9590,54500,Own,1,27734,Defaulted
70,28,Unemployed,UK,2460,13500,Own,0,1155,Defaulted
47,7,Unemployed,UK,4280,46000,Own,3,26156,Defaulted
47,26,Unemployed,UK,2390,39500,Mortgage,1,2036,Paid
46,17,Unemployed,UK,1860,27500,Own,1,7137,Defaulted
23,3,Self Employed,UK,6110,41000,Mortgage,2,16199,Defaulted
81,47,Self Employed,UK,3990,49500,Mortgage,1,23302,Paid
26,1,Self Employed,UK,1180,38500,Mortgage,0,6274,Defaulted
29,3,Unemployed,UK,240,27500,Own,0,11517,Paid
70,27,Self Employed,UK,5480,25000,Own,0,11166,Paid
67,29,Self Employed,UK,290,23500,Own,0,1256,Paid
45,22,Unemployed,UK,8710,54500,Own,0,32532,Defaulted
85,46,Self Employed,UK,1610,42000,Own,1,1705,Paid
59,25,Self Employed,UK,130,36000,Own,0,3841,Paid
73,21,Self Employed,UK,90,44500,Mortgage,1,12761,Paid
68,40,Self Employed,UK,4700,36500,Rent,3,32531,Paid
82,3,Unemployed,UK,8390,33000,Own,1,6639,Defaulted
48,13,Self Employed,UK,1480,33000,Rent,1,20608,Paid
27,1,Self Employed,UK,3060,21500,Mortgage,1,8102,Defaulted
78,3,Self Employed,UK,60,29500,Mortgage,0,12743,Defaulted
86,30,Self Employed,UK,8950,54500,Own,0,51367,Defaulted
25,1,Self Employed,UK,1760,43000,Own,0,6500,Defaulted
83,31,Self Employed,UK,1460,26500,Mortgage,1,5528,Defaulted
88,29,Self Employed,UK,6660,46500,Own,0,27796,Paid
74,48,Self Employed,UK,770,23000,Own,0,14541,Paid
27,6,Unemployed,UK,1980,34000,Rent,1,31707,Paid
22,5,Self Employed,UK,6260,12500,Rent,0,4799,Paid
72,29,Unemployed,UK,2040,42000,Own,1,37797,Paid
54,9,Unemployed,UK,7080,34000,Mortgage,1,1605,Paid
65,47,Unemployed,UK,3760,37500,Own,0,11489,Paid
46,11,Unemployed,UK,3090,51500,Own,2,1374,Defaulted
56,16,Self Employed,UK,1420,39500,Own,0,14201,Defaulted
24,5,Self Employed,UK,240,30000,Own,3,25717,Defaulted
81,16,Unemployed,UK,9890,35000,Own,1,23369,Defaulted
60,12,Unemployed,UK,3870,49500,Own,1,3710,Paid
88,5,Unemployed,UK,1440,39500,Own,0,7273,Paid
89,18,Unemployed,UK,0,37500,Mortgage,0,29519,Defaulted
56,31,Self Employed,UK,30,18000,Mortgage,1,6509,Paid
47,15,Self Employed,UK,8350,45000,Own,1,43600,Defaulted
68,17,Self Employed,UK,9520,30500,Mortgage,3,3867,Defaulted
73,32,Unemployed,UK,4730,27500,Own,0,5041,Paid
46,18,Unemployed,UK,4290,33500,Rent,2,24162,Defaulted
23,3,Self Employed,UK,2340,38000,Own,3,16354,Defaulted
34,2,Unemployed,UK,840,11500,Own,0,4728,Paid
45,24,Unemployed,UK,2960,54500,Rent,0,37607,Defaulted
57,39,Unemployed,UK,9210,40500,Own,0,20499,Defaulted
40,12,Self Employed,UK,3820,48500,Own,1,18795,Defaulted
73,53,Self Employed,UK,7850,37500,Mortgage,2,3170,Defaulted
17,1,Unemployed,UK,170,26000,Own,0,1363,Defaulted
65,37,Self Employed,UK,5630,50000,Own,0,46375,Paid
81,62,Employed,UK,180,27500,Own,3,5538,Defaulted
52,1,Unemployed,UK,8810,17000,Own,3,9777,Defaulted
48,12,Unemployed,UK,140,48000,Rent,1,10496,Paid
34,3,Self Employed,UK,4750,52000,Mortgage,2,46916,Paid
43,9,Self Employed,UK,590,24000,Mortgage,3,7493,Defaulted
57,26,Employed,UK,7070,40000,Rent,1,31528,Defaulted
77,44,Unemployed,UK,760,41500,Rent,2,37770,Defaulted
47,26,Self Employed,UK,4710,35000,Own,3,11159,Defaulted
61,17,Employed,UK,9410,28500,Own,1,22550,Paid
69,29,Self Employed,UK,1960,34500,Own,0,9509,Paid
54,12,Unemployed,UK,0,18000,Own,2,6678,Defaulted
77,55,Self Employed,UK,9170,54500,Own,1,16560,Defaulted
